Rocket,Launch,Mach Number,Pitch (deg),Roll (deg),drag vector (N),Total Drag (N),C_D vector,Total C_D,Moment x_locations,Moments (Nm),C_M vectors
Athena,v2,0.2,3,0,"[-19.637, -3.22, -17.323]",26.383,"[-0.493, -0.081, -0.435]",0.663,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.029, 12.981, -2.232], [0.029, 11.249, -1.91], [0.029, 9.516, -1.588], [0.029, 7.784, -1.266], [0.029, 6.052, -0.944], [0.029, 4.32, -0.622], [0.029, 2.587, -0.3], [0.029, 0.855, 0.022], [0.029, -0.877, 0.344], [0.029, -2.61, 0.666], [0.029, -4.342, 0.988], [0.029, -6.074, 1.31], [0.029, -7.806, 1.632], [0.029, -9.539, 1.954], [0.029, -11.271, 2.276], [0.029, -13.003, 2.598], [0.029, -14.736, 2.92], [0.029, -16.468, 3.242], [0.029, -18.2, 3.564], [0.029, -19.932, 3.886], [0.029, -21.665, 4.208], [0.029, -23.397, 4.53], [0.029, -25.129, 4.852], [0.029, -26.861, 5.174], [0.029, -28.594, 5.496]]","[[0.006, 2.489, -0.428], [0.006, 2.157, -0.366], [0.006, 1.825, -0.304], [0.006, 1.492, -0.243], [0.006, 1.16, -0.181], [0.006, 0.828, -0.119], [0.006, 0.496, -0.058], [0.006, 0.164, 0.004], [0.006, -0.168, 0.066], [0.006, -0.5, 0.128], [0.006, -0.833, 0.189], [0.006, -1.165, 0.251], [0.006, -1.497, 0.313], [0.006, -1.829, 0.375], [0.006, -2.161, 0.436], [0.006, -2.493, 0.498], [0.006, -2.825, 0.56], [0.006, -3.158, 0.622], [0.006, -3.49, 0.683], [0.006, -3.822, 0.745], [0.006, -4.154, 0.807], [0.006, -4.486, 0.869], [0.006, -4.818, 0.93], [0.006, -5.15, 0.992], [0.006, -5.483, 1.054]]"
Athena,v2,0.4,11,45,"[-73.287, -230.304, -217.311]",325.015,"[-0.46, -1.446, -1.365]",2.041,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.761, 181.082, -193.249], [0.761, 159.351, -170.219], [0.761, 137.62, -147.189], [0.761, 115.889, -124.158], [0.761, 94.158, -101.128], [0.761, 72.427, -78.098], [0.761, 50.696, -55.067], [0.761, 28.965, -32.037], [0.761, 7.234, -9.007], [0.761, -14.498, 14.024], [0.761, -36.229, 37.054], [0.761, -57.96, 60.085], [0.761, -79.691, 83.115], [0.761, -101.422, 106.145], [0.761, -123.153, 129.176], [0.761, -144.884, 152.206], [0.761, -166.615, 175.236], [0.761, -188.346, 198.267], [0.761, -210.078, 221.297], [0.761, -231.809, 244.328], [0.761, -253.54, 267.358], [0.761, -275.271, 290.388], [0.761, -297.002, 313.419], [0.761, -318.733, 336.449], [0.761, -340.464, 359.479]]","[[0.036, 8.68, -9.263], [0.036, 7.638, -8.159], [0.036, 6.597, -7.055], [0.036, 5.555, -5.951], [0.036, 4.513, -4.848], [0.036, 3.472, -3.744], [0.036, 2.43, -2.64], [0.036, 1.388, -1.536], [0.036, 0.347, -0.432], [0.036, -0.695, 0.672], [0.036, -1.737, 1.776], [0.036, -2.778, 2.88], [0.036, -3.82, 3.984], [0.036, -4.862, 5.088], [0.036, -5.903, 6.192], [0.036, -6.945, 7.296], [0.036, -7.987, 8.4], [0.036, -9.028, 9.504], [0.036, -10.07, 10.608], [0.036, -11.112, 11.712], [0.036, -12.153, 12.816], [0.036, -13.195, 13.92], [0.036, -14.237, 15.024], [0.036, -15.278, 16.128], [0.036, -16.32, 17.232]]"
Athena,v2,0.7,7,30,"[-232.597, -284.062, -578.795]",685.417,"[-0.477, -0.582, -1.187]",1.405,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[2.305, 404.469, -233.134], [2.305, 346.589, -204.728], [2.305, 288.709, -176.322], [2.305, 230.83, -147.915], [2.305, 172.95, -119.509], [2.305, 115.071, -91.103], [2.305, 57.191, -62.697], [2.305, -0.688, -34.291], [2.305, -58.568, -5.884], [2.305, -116.447, 22.522], [2.305, -174.327, 50.928], [2.305, -232.206, 79.334], [2.305, -290.086, 107.741], [2.305, -347.965, 136.147], [2.305, -405.845, 164.553], [2.305, -463.724, 192.959], [2.305, -521.604, 221.366], [2.305, -579.483, 249.772], [2.305, -637.363, 278.178], [2.305, -695.242, 306.584], [2.305, -753.122, 334.991], [2.305, -811.001, 363.397], [2.305, -868.881, 391.803], [2.305, -926.76, 420.209], [2.305, -984.64, 448.616]]","[[0.036, 6.331, -3.649], [0.036, 5.425, -3.204], [0.036, 4.519, -2.76], [0.036, 3.613, -2.315], [0.036, 2.707, -1.871], [0.036, 1.801, -1.426], [0.036, 0.895, -0.981], [0.036, -0.011, -0.537], [0.036, -0.917, -0.092], [0.036, -1.823, 0.353], [0.036, -2.729, 0.797], [0.036, -3.635, 1.242], [0.036, -4.54, 1.686], [0.036, -5.446, 2.131], [0.036, -6.352, 2.576], [0.036, -7.258, 3.02], [0.036, -8.164, 3.465], [0.036, -9.07, 3.909], [0.036, -9.976, 4.354], [0.036, -10.882, 4.799], [0.036, -11.788, 5.243], [0.036, -12.694, 5.688], [0.036, -13.6, 6.133], [0.036, -14.506, 6.577], [0.036, -15.412, 7.022]]"
Athena,v2,0.35,5,45,"[-58.236, -71.432, -71.436]",116.606,"[-0.478, -0.586, -0.586]",0.956,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.341, 54.238, -55.101], [0.341, 47.095, -47.958], [0.341, 39.951, -40.814], [0.341, 32.807, -33.671], [0.341, 25.664, -26.528], [0.341, 18.52, -19.385], [0.341, 11.377, -12.242], [0.341, 4.233, -5.098], [0.341, -2.91, 2.045], [0.341, -10.054, 9.188], [0.341, -17.197, 16.331], [0.341, -24.341, 23.475], [0.341, -31.485, 30.618], [0.341, -38.628, 37.761], [0.341, -45.772, 44.904], [0.341, -52.915, 52.047], [0.341, -60.059, 59.191], [0.341, -67.202, 66.334], [0.341, -74.346, 73.477], [0.341, -81.489, 80.62], [0.341, -88.633, 87.763], [0.341, -95.777, 94.907], [0.341, -102.92, 102.05], [0.341, -110.064, 109.193], [0.341, -117.207, 116.336]]","[[0.021, 3.396, -3.45], [0.021, 2.949, -3.003], [0.021, 2.501, -2.555], [0.021, 2.054, -2.108], [0.021, 1.607, -1.661], [0.021, 1.16, -1.214], [0.021, 0.712, -0.766], [0.021, 0.265, -0.319], [0.021, -0.182, 0.128], [0.021, -0.629, 0.575], [0.021, -1.077, 1.022], [0.021, -1.524, 1.47], [0.021, -1.971, 1.917], [0.021, -2.418, 2.364], [0.021, -2.866, 2.811], [0.021, -3.313, 3.259], [0.021, -3.76, 3.706], [0.021, -4.207, 4.153], [0.021, -4.655, 4.6], [0.021, -5.102, 5.048], [0.021, -5.549, 5.495], [0.021, -5.996, 5.942], [0.021, -6.444, 6.389], [0.021, -6.891, 6.836], [0.021, -7.338, 7.284]]"
Athena,v2,0.25,7,30,"[-30.191, -33.443, -65.987]",79.901,"[-0.485, -0.538, -1.061]",1.284,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.247, 51.048, -29.565], [0.247, 44.449, -26.221], [0.247, 37.851, -22.877], [0.247, 31.252, -19.532], [0.247, 24.653, -16.188], [0.247, 18.055, -12.844], [0.247, 11.456, -9.499], [0.247, 4.857, -6.155], [0.247, -1.741, -2.811], [0.247, -8.34, 0.534], [0.247, -14.939, 3.878], [0.247, -21.537, 7.222], [0.247, -28.136, 10.566], [0.247, -34.735, 13.911], [0.247, -41.333, 17.255], [0.247, -47.932, 20.599], [0.247, -54.531, 23.944], [0.247, -61.129, 27.288], [0.247, -67.728, 30.632], [0.247, -74.327, 33.977], [0.247, -80.925, 37.321], [0.247, -87.524, 40.665], [0.247, -94.123, 44.01], [0.247, -100.721, 47.354], [0.247, -107.32, 50.698]]","[[0.03, 6.264, -3.628], [0.03, 5.454, -3.218], [0.03, 4.645, -2.807], [0.03, 3.835, -2.397], [0.03, 3.025, -1.986], [0.03, 2.216, -1.576], [0.03, 1.406, -1.166], [0.03, 0.596, -0.755], [0.03, -0.214, -0.345], [0.03, -1.023, 0.066], [0.03, -1.833, 0.476], [0.03, -2.643, 0.886], [0.03, -3.453, 1.297], [0.03, -4.262, 1.707], [0.03, -5.072, 2.117], [0.03, -5.882, 2.528], [0.03, -6.692, 2.938], [0.03, -7.501, 3.349], [0.03, -8.311, 3.759], [0.03, -9.121, 4.169], [0.03, -9.931, 4.58], [0.03, -10.74, 4.99], [0.03, -11.55, 5.401], [0.03, -12.36, 5.811], [0.03, -13.17, 6.221]]"
Athena,v2,0.6,5,45,"[-168.225, -221.564, -222.681]",356.338,"[-0.469, -0.618, -0.621]",0.994,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.41, 159.917, -162.625], [0.41, 137.649, -140.469], [0.41, 115.381, -118.312], [0.41, 93.113, -96.156], [0.41, 70.845, -74.0], [0.41, 48.577, -51.843], [0.41, 26.308, -29.687], [0.41, 4.04, -7.53], [0.41, -18.228, 14.626], [0.41, -40.496, 36.782], [0.41, -62.764, 58.939], [0.41, -85.032, 81.095], [0.41, -107.3, 103.251], [0.41, -129.568, 125.408], [0.41, -151.836, 147.564], [0.41, -174.104, 169.721], [0.41, -196.373, 191.877], [0.41, -218.641, 214.033], [0.41, -240.909, 236.19], [0.41, -263.177, 258.346], [0.41, -285.445, 280.502], [0.41, -307.713, 302.659], [0.41, -329.981, 324.815], [0.41, -352.249, 346.972], [0.41, -374.517, 369.128]]","[[0.009, 3.407, -3.465], [0.009, 2.933, -2.993], [0.009, 2.458, -2.521], [0.009, 1.984, -2.049], [0.009, 1.509, -1.577], [0.009, 1.035, -1.104], [0.009, 0.56, -0.632], [0.009, 0.086, -0.16], [0.009, -0.388, 0.312], [0.009, -0.863, 0.784], [0.009, -1.337, 1.256], [0.009, -1.812, 1.728], [0.009, -2.286, 2.2], [0.009, -2.76, 2.672], [0.009, -3.235, 3.144], [0.009, -3.709, 3.616], [0.009, -4.184, 4.088], [0.009, -4.658, 4.56], [0.009, -5.132, 5.032], [0.009, -5.607, 5.504], [0.009, -6.081, 5.976], [0.009, -6.556, 6.448], [0.009, -7.03, 6.92], [0.009, -7.504, 7.392], [0.009, -7.979, 7.864]]"
Athena,v2,0.1,7,0,"[-5.249, -0.929, -10.844]",12.083,"[-0.527, -0.093, -1.089]",1.214,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.014, 8.324, -0.908], [0.014, 7.24, -0.815], [0.014, 6.156, -0.722], [0.014, 5.071, -0.629], [0.014, 3.987, -0.536], [0.014, 2.903, -0.443], [0.014, 1.818, -0.351], [0.014, 0.734, -0.258], [0.014, -0.351, -0.165], [0.014, -1.435, -0.072], [0.014, -2.519, 0.021], [0.014, -3.604, 0.114], [0.014, -4.688, 0.207], [0.014, -5.773, 0.299], [0.014, -6.857, 0.392], [0.014, -7.941, 0.485], [0.014, -9.026, 0.578], [0.014, -10.11, 0.671], [0.014, -11.194, 0.764], [0.014, -12.279, 0.857], [0.014, -13.363, 0.949], [0.014, -14.448, 1.042], [0.014, -15.532, 1.135], [0.014, -16.616, 1.228], [0.014, -17.701, 1.321]]","[[0.011, 6.384, -0.696], [0.011, 5.553, -0.625], [0.011, 4.721, -0.554], [0.011, 3.889, -0.482], [0.011, 3.058, -0.411], [0.011, 2.226, -0.34], [0.011, 1.394, -0.269], [0.011, 0.563, -0.198], [0.011, -0.269, -0.127], [0.011, -1.101, -0.055], [0.011, -1.932, 0.016], [0.011, -2.764, 0.087], [0.011, -3.595, 0.159], [0.011, -4.428, 0.229], [0.011, -5.259, 0.301], [0.011, -6.09, 0.372], [0.011, -6.923, 0.443], [0.011, -7.754, 0.515], [0.011, -8.585, 0.586], [0.011, -9.417, 0.657], [0.011, -10.249, 0.728], [0.011, -11.081, 0.799], [0.011, -11.912, 0.87], [0.011, -12.744, 0.942], [0.011, -13.576, 1.013]]"
Athena,v2,0.55,2,0,"[-141.223, 1.402, -105.451]",176.255,"[-0.469, 0.005, -0.35]",0.585,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.041, 72.933, 0.536], [0.041, 62.388, 0.396], [0.041, 51.843, 0.256], [0.041, 41.298, 0.116], [0.041, 30.753, -0.025], [0.041, 20.208, -0.165], [0.041, 9.663, -0.305], [0.041, -0.882, -0.445], [0.041, -11.427, -0.585], [0.041, -21.972, -0.726], [0.041, -32.518, -0.866], [0.041, -43.063, -1.006], [0.041, -53.608, -1.146], [0.041, -64.153, -1.286], [0.041, -74.698, -1.427], [0.041, -85.243, -1.567], [0.041, -95.788, -1.707], [0.041, -106.333, -1.847], [0.041, -116.878, -1.987], [0.041, -127.423, -2.128], [0.041, -137.968, -2.268], [0.041, -148.513, -2.408], [0.041, -159.059, -2.548], [0.041, -169.604, -2.689], [0.041, -180.149, -2.829]]","[[0.001, 1.849, 0.014], [0.001, 1.582, 0.01], [0.001, 1.314, 0.006], [0.001, 1.047, 0.003], [0.001, 0.78, -0.001], [0.001, 0.512, -0.004], [0.001, 0.245, -0.008], [0.001, -0.022, -0.011], [0.001, -0.29, -0.015], [0.001, -0.557, -0.018], [0.001, -0.824, -0.022], [0.001, -1.092, -0.026], [0.001, -1.359, -0.029], [0.001, -1.627, -0.033], [0.001, -1.894, -0.036], [0.001, -2.161, -0.04], [0.001, -2.429, -0.043], [0.001, -2.696, -0.047], [0.001, -2.963, -0.05], [0.001, -3.231, -0.054], [0.001, -3.498, -0.058], [0.001, -3.765, -0.061], [0.001, -4.033, -0.065], [0.001, -4.3, -0.068], [0.001, -4.567, -0.072]]"
Athena,v2,0.6,4,45,"[-167.975, -175.561, -177.013]",300.617,"[-0.469, -0.49, -0.494]",0.839,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.258, 125.44, -126.413], [0.258, 107.739, -108.857], [0.258, 90.037, -91.301], [0.258, 72.336, -73.745], [0.258, 54.635, -56.189], [0.258, 36.933, -38.633], [0.258, 19.232, -21.077], [0.258, 1.531, -3.521], [0.258, -16.17, 14.036], [0.258, -33.872, 31.592], [0.258, -51.573, 49.148], [0.258, -69.274, 66.704], [0.258, -86.976, 84.26], [0.258, -104.677, 101.816], [0.258, -122.378, 119.372], [0.258, -140.079, 136.929], [0.258, -157.781, 154.485], [0.258, -175.482, 172.041], [0.258, -193.183, 189.597], [0.258, -210.885, 207.153], [0.258, -228.586, 224.709], [0.258, -246.287, 242.265], [0.258, -263.988, 259.822], [0.258, -281.69, 277.378], [0.258, -299.391, 294.934]]","[[0.005, 2.672, -2.693], [0.005, 2.295, -2.319], [0.005, 1.918, -1.945], [0.005, 1.541, -1.571], [0.005, 1.164, -1.197], [0.005, 0.787, -0.823], [0.005, 0.41, -0.449], [0.005, 0.033, -0.075], [0.005, -0.344, 0.299], [0.005, -0.722, 0.673], [0.005, -1.099, 1.047], [0.005, -1.476, 1.421], [0.005, -1.853, 1.795], [0.005, -2.23, 2.169], [0.005, -2.607, 2.543], [0.005, -2.984, 2.917], [0.005, -3.361, 3.291], [0.005, -3.739, 3.665], [0.005, -4.116, 4.039], [0.005, -4.493, 4.413], [0.005, -4.87, 4.787], [0.005, -5.247, 5.161], [0.005, -5.624, 5.535], [0.005, -6.001, 5.909], [0.005, -6.378, 6.283]]"
Athena,v2,0.35,4,45,"[-58.342, -56.312, -56.633]",98.905,"[-0.479, -0.462, -0.464]",0.811,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.274, 42.622, -42.816], [0.274, 36.959, -37.185], [0.274, 31.296, -31.554], [0.274, 25.632, -25.922], [0.274, 19.969, -20.291], [0.274, 14.306, -14.66], [0.274, 8.642, -9.029], [0.274, 2.979, -3.398], [0.274, -2.684, 2.234], [0.274, -8.348, 7.865], [0.274, -14.011, 13.496], [0.274, -19.674, 19.127], [0.274, -25.338, 24.758], [0.274, -31.001, 30.39], [0.274, -36.664, 36.021], [0.274, -42.328, 41.652], [0.274, -47.991, 47.283], [0.274, -53.654, 52.914], [0.274, -59.318, 58.546], [0.274, -64.981, 64.177], [0.274, -70.644, 69.808], [0.274, -76.308, 75.439], [0.274, -81.971, 81.07], [0.274, -87.635, 86.702], [0.274, -93.298, 92.333]]","[[0.017, 2.669, -2.681], [0.017, 2.314, -2.328], [0.017, 1.959, -1.976], [0.017, 1.605, -1.623], [0.017, 1.25, -1.27], [0.017, 0.896, -0.918], [0.017, 0.541, -0.565], [0.017, 0.187, -0.213], [0.017, -0.168, 0.14], [0.017, -0.523, 0.492], [0.017, -0.877, 0.845], [0.017, -1.232, 1.198], [0.017, -1.586, 1.55], [0.017, -1.941, 1.903], [0.017, -2.295, 2.255], [0.017, -2.65, 2.608], [0.017, -3.005, 2.96], [0.017, -3.359, 3.313], [0.017, -3.714, 3.665], [0.017, -4.068, 4.018], [0.017, -4.423, 4.371], [0.017, -4.778, 4.723], [0.017, -5.132, 5.076], [0.017, -5.487, 5.428], [0.017, -5.841, 5.781]]"
Athena,v2,0.6,7,0,"[-168.702, 0.744, -484.875]",513.386,"[-0.471, 0.002, -1.353]",1.433,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[-0.026, 345.529, 3.194], [-0.026, 297.041, 3.12], [-0.026, 248.554, 3.045], [-0.026, 200.066, 2.971], [-0.026, 151.579, 2.897], [-0.026, 103.091, 2.822], [-0.026, 54.604, 2.748], [-0.026, 6.116, 2.673], [-0.026, -42.371, 2.599], [-0.026, -90.859, 2.525], [-0.026, -139.346, 2.45], [-0.026, -187.834, 2.376], [-0.026, -236.321, 2.302], [-0.026, -284.809, 2.227], [-0.026, -333.296, 2.153], [-0.026, -381.784, 2.078], [-0.026, -430.271, 2.004], [-0.026, -478.759, 1.93], [-0.026, -527.246, 1.855], [-0.026, -575.734, 1.781], [-0.026, -624.221, 1.706], [-0.026, -672.709, 1.632], [-0.026, -721.196, 1.558], [-0.026, -769.684, 1.483], [-0.026, -818.171, 1.409]]","[[-0.001, 7.361, 0.068], [-0.001, 6.328, 0.066], [-0.001, 5.295, 0.065], [-0.001, 4.262, 0.063], [-0.001, 3.229, 0.062], [-0.001, 2.196, 0.06], [-0.001, 1.163, 0.059], [-0.001, 0.13, 0.057], [-0.001, -0.903, 0.055], [-0.001, -1.936, 0.054], [-0.001, -2.969, 0.052], [-0.001, -4.002, 0.051], [-0.001, -5.035, 0.049], [-0.001, -6.068, 0.047], [-0.001, -7.101, 0.046], [-0.001, -8.134, 0.044], [-0.001, -9.167, 0.043], [-0.001, -10.2, 0.041], [-0.001, -11.233, 0.04], [-0.001, -12.266, 0.038], [-0.001, -13.299, 0.036], [-0.001, -14.332, 0.035], [-0.001, -15.365, 0.033], [-0.001, -16.398, 0.032], [-0.001, -17.431, 0.03]]"
Athena,v2,0.8,1,15,"[-303.883, -27.551, -115.59]",326.29,"[-0.477, -0.043, -0.181]",0.512,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[-0.004, 74.347, -19.243], [-0.004, 62.788, -16.488], [-0.004, 51.229, -13.733], [-0.004, 39.67, -10.978], [-0.004, 28.111, -8.223], [-0.004, 16.552, -5.468], [-0.004, 4.993, -2.713], [-0.004, -6.566, 0.042], [-0.004, -18.125, 2.797], [-0.004, -29.684, 5.552], [-0.004, -41.243, 8.307], [-0.004, -52.802, 11.062], [-0.004, -64.361, 13.818], [-0.004, -75.92, 16.573], [-0.004, -87.478, 19.328], [-0.004, -99.037, 22.083], [-0.004, -110.596, 24.838], [-0.004, -122.155, 27.593], [-0.004, -133.714, 30.348], [-0.004, -145.273, 33.103], [-0.004, -156.832, 35.858], [-0.004, -168.391, 38.613], [-0.004, -179.95, 41.368], [-0.004, -191.509, 44.124], [-0.004, -203.068, 46.879]]","[[-0.0, 0.891, -0.231], [-0.0, 0.752, -0.198], [-0.0, 0.614, -0.165], [-0.0, 0.475, -0.132], [-0.0, 0.337, -0.099], [-0.0, 0.198, -0.066], [-0.0, 0.06, -0.033], [-0.0, -0.079, 0.001], [-0.0, -0.217, 0.034], [-0.0, -0.356, 0.067], [-0.0, -0.494, 0.1], [-0.0, -0.633, 0.133], [-0.0, -0.771, 0.166], [-0.0, -0.91, 0.199], [-0.0, -1.048, 0.232], [-0.0, -1.187, 0.265], [-0.0, -1.325, 0.298], [-0.0, -1.464, 0.331], [-0.0, -1.602, 0.364], [-0.0, -1.741, 0.397], [-0.0, -1.879, 0.43], [-0.0, -2.018, 0.463], [-0.0, -2.156, 0.496], [-0.0, -2.295, 0.529], [-0.0, -2.434, 0.562]]"
Athena,v2,0.55,9,15,"[-140.892, -95.32, -515.841]",543.166,"[-0.468, -0.317, -1.713]",1.804,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[2.345, 381.711, -99.891], [2.345, 330.127, -90.359], [2.345, 278.543, -80.827], [2.345, 226.959, -71.295], [2.345, 175.375, -61.763], [2.345, 123.791, -52.231], [2.345, 72.207, -42.699], [2.345, 20.622, -33.167], [2.345, -30.962, -23.635], [2.345, -82.546, -14.103], [2.345, -134.13, -4.572], [2.345, -185.714, 4.96], [2.345, -237.298, 14.492], [2.345, -288.882, 24.024], [2.345, -340.466, 33.556], [2.345, -392.051, 43.088], [2.345, -443.635, 52.62], [2.345, -495.219, 62.152], [2.345, -546.803, 71.684], [2.345, -598.387, 81.216], [2.345, -649.971, 90.748], [2.345, -701.555, 100.28], [2.345, -753.14, 109.812], [2.345, -804.724, 119.344], [2.345, -856.308, 128.876]]","[[0.059, 9.678, -2.533], [0.059, 8.37, -2.291], [0.059, 7.062, -2.049], [0.059, 5.754, -1.808], [0.059, 4.446, -1.566], [0.059, 3.139, -1.324], [0.059, 1.831, -1.083], [0.059, 0.523, -0.841], [0.059, -0.785, -0.599], [0.059, -2.093, -0.358], [0.059, -3.401, -0.116], [0.059, -4.709, 0.126], [0.059, -6.016, 0.367], [0.059, -7.324, 0.609], [0.059, -8.632, 0.851], [0.059, -9.94, 1.092], [0.059, -11.248, 1.334], [0.059, -12.556, 1.576], [0.059, -13.864, 1.817], [0.059, -15.171, 2.059], [0.059, -16.479, 2.301], [0.059, -17.787, 2.542], [0.059, -19.095, 2.784], [0.059, -20.403, 3.026], [0.059, -21.711, 3.268]]"
Athena,v2,0.45,13,30,"[-89.566, -221.353, -442.649]",502.949,"[-0.444, -1.098, -2.196]",2.495,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[2.375, 359.868, -203.998], [2.375, 315.603, -181.862], [2.375, 271.338, -159.727], [2.375, 227.073, -137.592], [2.375, 182.808, -115.456], [2.375, 138.543, -93.321], [2.375, 94.279, -71.186], [2.375, 50.014, -49.05], [2.375, 5.749, -26.915], [2.375, -38.516, -4.78], [2.375, -82.781, 17.356], [2.375, -127.046, 39.491], [2.375, -171.311, 61.626], [2.375, -215.576, 83.762], [2.375, -259.841, 105.897], [2.375, -304.106, 128.032], [2.375, -348.371, 150.168], [2.375, -392.636, 172.303], [2.375, -436.901, 194.438], [2.375, -481.166, 216.574], [2.375, -525.431, 238.709], [2.375, -569.696, 260.844], [2.375, -613.961, 282.98], [2.375, -658.225, 305.115], [2.375, -702.49, 327.25]]","[[0.09, 13.63, -7.726], [0.09, 11.953, -6.888], [0.09, 10.277, -6.05], [0.09, 8.6, -5.211], [0.09, 6.924, -4.373], [0.09, 5.247, -3.534], [0.09, 3.571, -2.696], [0.09, 1.894, -1.858], [0.09, 0.218, -1.019], [0.09, -1.459, -0.181], [0.09, -3.135, 0.657], [0.09, -4.812, 1.496], [0.09, -6.488, 2.334], [0.09, -8.165, 3.172], [0.09, -9.841, 4.011], [0.09, -11.518, 4.849], [0.09, -13.194, 5.688], [0.09, -14.871, 6.526], [0.09, -16.547, 7.364], [0.09, -18.224, 8.203], [0.09, -19.9, 9.041], [0.09, -21.577, 9.879], [0.09, -23.253, 10.718], [0.09, -24.93, 11.556], [0.09, -26.606, 12.394]]"
