Rocket,Launch,Mach Number,Pitch (deg),Roll (deg),drag vector (N),Total Drag (N),C_D vector,Total C_D,Moment x_locations,Moments (Nm),C_M vectors
Athena,v2,0.75,3,0,"[-266.516, 1.817, -322.13]",418.094,"[-0.476, 0.003, -0.575]",0.747,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.059, 208.284, 1.379], [0.059, 176.071, 1.197], [0.059, 143.858, 1.015], [0.059, 111.645, 0.833], [0.059, 79.432, 0.652], [0.059, 47.219, 0.47], [0.059, 15.006, 0.288], [0.059, -17.207, 0.106], [0.059, -49.42, -0.075], [0.059, -81.633, -0.257], [0.059, -113.846, -0.439], [0.059, -146.059, -0.62], [0.059, -178.273, -0.802], [0.059, -210.486, -0.984], [0.059, -242.699, -1.166], [0.059, -274.912, -1.347], [0.059, -307.125, -1.529], [0.059, -339.338, -1.711], [0.059, -371.551, -1.893], [0.059, -403.764, -2.074], [0.059, -435.977, -2.256], [0.059, -468.19, -2.438], [0.059, -500.403, -2.62], [0.059, -532.616, -2.801], [0.059, -564.829, -2.983]]","[[0.001, 2.84, 0.019], [0.001, 2.401, 0.016], [0.001, 1.961, 0.014], [0.001, 1.522, 0.011], [0.001, 1.083, 0.009], [0.001, 0.644, 0.006], [0.001, 0.205, 0.004], [0.001, -0.235, 0.001], [0.001, -0.674, -0.001], [0.001, -1.113, -0.004], [0.001, -1.552, -0.006], [0.001, -1.991, -0.008], [0.001, -2.431, -0.011], [0.001, -2.87, -0.013], [0.001, -3.309, -0.016], [0.001, -3.748, -0.018], [0.001, -4.188, -0.021], [0.001, -4.627, -0.023], [0.001, -5.066, -0.026], [0.001, -5.505, -0.028], [0.001, -5.944, -0.031], [0.001, -6.384, -0.033], [0.001, -6.823, -0.036], [0.001, -7.262, -0.038], [0.001, -7.701, -0.041]]"
Athena,v2,0.45,7,30,"[-95.372, -111.347, -221.051]",265.25,"[-0.473, -0.552, -1.097]",1.316,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.814, 165.547, -95.717], [0.814, 143.442, -84.583], [0.814, 121.337, -73.448], [0.814, 99.232, -62.313], [0.814, 77.127, -51.179], [0.814, 55.022, -40.044], [0.814, 32.916, -28.909], [0.814, 10.811, -17.775], [0.814, -11.294, -6.64], [0.814, -33.399, 4.495], [0.814, -55.504, 15.629], [0.814, -77.609, 26.764], [0.814, -99.714, 37.899], [0.814, -121.82, 49.033], [0.814, -143.925, 60.168], [0.814, -166.03, 71.302], [0.814, -188.135, 82.437], [0.814, -210.24, 93.572], [0.814, -232.345, 104.706], [0.814, -254.45, 115.841], [0.814, -276.556, 126.976], [0.814, -298.661, 138.11], [0.814, -320.766, 149.245], [0.814, -342.871, 160.38], [0.814, -364.976, 171.514]]","[[0.031, 6.27, -3.625], [0.031, 5.433, -3.204], [0.031, 4.596, -2.782], [0.031, 3.758, -2.36], [0.031, 2.921, -1.938], [0.031, 2.084, -1.517], [0.031, 1.247, -1.095], [0.031, 0.409, -0.673], [0.031, -0.428, -0.251], [0.031, -1.265, 0.17], [0.031, -2.102, 0.592], [0.031, -2.939, 1.014], [0.031, -3.777, 1.435], [0.031, -4.614, 1.857], [0.031, -5.451, 2.279], [0.031, -6.288, 2.701], [0.031, -7.126, 3.122], [0.031, -7.963, 3.544], [0.031, -8.8, 3.966], [0.031, -9.637, 4.387], [0.031, -10.474, 4.809], [0.031, -11.312, 5.231], [0.031, -12.149, 5.653], [0.031, -12.986, 6.074], [0.031, -13.823, 6.496]]"
Athena,v2,0.55,5,45,"[-141.424, -183.392, -184.283]",295.962,"[-0.47, -0.609, -0.612]",0.983,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.349, 134.167, -136.44], [0.349, 115.739, -118.101], [0.349, 97.31, -99.761], [0.349, 78.882, -81.422], [0.349, 60.454, -63.083], [0.349, 42.026, -44.744], [0.349, 23.597, -26.405], [0.349, 5.169, -8.065], [0.349, -13.259, 10.274], [0.349, -31.688, 28.613], [0.349, -50.116, 46.952], [0.349, -68.544, 65.291], [0.349, -86.972, 83.631], [0.349, -105.401, 101.97], [0.349, -123.829, 120.309], [0.349, -142.257, 138.648], [0.349, -160.686, 156.987], [0.349, -179.114, 175.327], [0.349, -197.542, 193.666], [0.349, -215.97, 212.005], [0.349, -234.399, 230.344], [0.349, -252.827, 248.683], [0.349, -271.255, 267.023], [0.349, -289.683, 285.362], [0.349, -308.112, 303.701]]","[[0.009, 3.402, -3.459], [0.009, 2.934, -2.994], [0.009, 2.467, -2.529], [0.009, 2.0, -2.064], [0.009, 1.533, -1.599], [0.009, 1.066, -1.134], [0.009, 0.598, -0.669], [0.009, 0.131, -0.204], [0.009, -0.336, 0.26], [0.009, -0.803, 0.725], [0.009, -1.271, 1.19], [0.009, -1.738, 1.655], [0.009, -2.205, 2.12], [0.009, -2.672, 2.585], [0.009, -3.14, 3.05], [0.009, -3.607, 3.515], [0.009, -4.074, 3.98], [0.009, -4.541, 4.445], [0.009, -5.008, 4.91], [0.009, -5.476, 5.375], [0.009, -5.943, 5.84], [0.009, -6.41, 6.305], [0.009, -6.877, 6.77], [0.009, -7.345, 7.235], [0.009, -7.812, 7.7]]"
Athena,v2,0.55,4,45,"[-141.326, -145.168, -146.544]",250.044,"[-0.469, -0.482, -0.487]",0.83,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.202, 105.296, -106.061], [0.202, 90.642, -91.544], [0.202, 75.987, -77.028], [0.202, 61.333, -62.511], [0.202, 46.679, -47.994], [0.202, 32.024, -33.477], [0.202, 17.37, -18.96], [0.202, 2.715, -4.444], [0.202, -11.939, 10.073], [0.202, -26.593, 24.59], [0.202, -41.248, 39.107], [0.202, -55.902, 53.623], [0.202, -70.557, 68.14], [0.202, -85.211, 82.657], [0.202, -99.866, 97.174], [0.202, -114.52, 111.69], [0.202, -129.174, 126.207], [0.202, -143.829, 140.724], [0.202, -158.483, 155.241], [0.202, -173.138, 169.757], [0.202, -187.792, 184.274], [0.202, -202.446, 198.791], [0.202, -217.101, 213.308], [0.202, -231.755, 227.825], [0.202, -246.41, 242.341]]","[[0.005, 2.67, -2.689], [0.005, 2.298, -2.321], [0.005, 1.927, -1.953], [0.005, 1.555, -1.585], [0.005, 1.183, -1.217], [0.005, 0.812, -0.849], [0.005, 0.44, -0.481], [0.005, 0.069, -0.113], [0.005, -0.303, 0.255], [0.005, -0.674, 0.623], [0.005, -1.046, 0.992], [0.005, -1.417, 1.36], [0.005, -1.789, 1.728], [0.005, -2.16, 2.096], [0.005, -2.532, 2.464], [0.005, -2.904, 2.832], [0.005, -3.275, 3.2], [0.005, -3.647, 3.568], [0.005, -4.018, 3.936], [0.005, -4.39, 4.304], [0.005, -4.761, 4.672], [0.005, -5.133, 5.04], [0.005, -5.504, 5.408], [0.005, -5.876, 5.776], [0.005, -6.247, 6.144]]"
Athena,v2,0.05,3,0,"[-1.467, -0.27, -1.223]",1.929,"[-0.589, -0.108, -0.492]",0.775,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.002, 0.926, -0.246], [0.002, 0.803, -0.219], [0.002, 0.681, -0.192], [0.002, 0.559, -0.165], [0.002, 0.436, -0.138], [0.002, 0.314, -0.111], [0.002, 0.192, -0.084], [0.002, 0.069, -0.057], [0.002, -0.053, -0.03], [0.002, -0.175, -0.003], [0.002, -0.298, 0.024], [0.002, -0.42, 0.051], [0.002, -0.542, 0.078], [0.002, -0.665, 0.105], [0.002, -0.787, 0.132], [0.002, -0.91, 0.159], [0.002, -1.032, 0.186], [0.002, -1.154, 0.213], [0.002, -1.277, 0.24], [0.002, -1.399, 0.267], [0.002, -1.521, 0.294], [0.002, -1.644, 0.321], [0.002, -1.766, 0.348], [0.002, -1.888, 0.375], [0.002, -2.011, 0.402]]","[[0.006, 2.841, -0.755], [0.006, 2.463, -0.672], [0.006, 2.089, -0.589], [0.006, 1.715, -0.506], [0.006, 1.338, -0.423], [0.006, 0.963, -0.341], [0.006, 0.589, -0.258], [0.006, 0.212, -0.175], [0.006, -0.163, -0.092], [0.006, -0.537, -0.009], [0.006, -0.914, 0.074], [0.006, -1.288, 0.156], [0.006, -1.663, 0.239], [0.006, -2.04, 0.322], [0.006, -2.414, 0.405], [0.006, -2.792, 0.488], [0.006, -3.166, 0.571], [0.006, -3.54, 0.653], [0.006, -3.918, 0.736], [0.006, -4.292, 0.819], [0.006, -4.666, 0.902], [0.006, -5.044, 0.985], [0.006, -5.418, 1.068], [0.006, -5.792, 1.15], [0.006, -6.169, 1.233]]"
Athena,v2,0.8,4,15,"[-307.656, -101.539, -493.812]",590.603,"[-0.483, -0.159, -0.775]",0.927,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.786, 313.309, -79.61], [0.786, 263.928, -69.456], [0.786, 214.547, -59.302], [0.786, 165.166, -49.148], [0.786, 115.785, -38.994], [0.786, 66.404, -28.84], [0.786, 17.023, -18.686], [0.786, -32.359, -8.532], [0.786, -81.74, 1.622], [0.786, -131.121, 11.776], [0.786, -180.502, 21.93], [0.786, -229.883, 32.084], [0.786, -279.264, 42.237], [0.786, -328.646, 52.391], [0.786, -378.027, 62.545], [0.786, -427.408, 72.699], [0.786, -476.789, 82.853], [0.786, -526.17, 93.007], [0.786, -575.551, 103.161], [0.786, -624.932, 113.315], [0.786, -674.314, 123.469], [0.786, -723.695, 133.623], [0.786, -773.076, 143.777], [0.786, -822.457, 153.931], [0.786, -871.838, 164.085]]","[[0.009, 3.755, -0.954], [0.009, 3.163, -0.832], [0.009, 2.571, -0.711], [0.009, 1.979, -0.589], [0.009, 1.388, -0.467], [0.009, 0.796, -0.346], [0.009, 0.204, -0.224], [0.009, -0.388, -0.102], [0.009, -0.98, 0.019], [0.009, -1.571, 0.141], [0.009, -2.163, 0.263], [0.009, -2.755, 0.384], [0.009, -3.347, 0.506], [0.009, -3.938, 0.628], [0.009, -4.53, 0.75], [0.009, -5.122, 0.871], [0.009, -5.714, 0.993], [0.009, -6.305, 1.115], [0.009, -6.897, 1.236], [0.009, -7.489, 1.358], [0.009, -8.081, 1.48], [0.009, -8.673, 1.601], [0.009, -9.264, 1.723], [0.009, -9.856, 1.845], [0.009, -10.448, 1.966]]"
Athena,v2,0.6,11,15,"[-164.774, -147.798, -780.016]",810.815,"[-0.46, -0.412, -2.177]",2.263,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[3.962, 583.404, -154.685], [3.962, 505.402, -139.905], [3.962, 427.4, -125.125], [3.962, 349.399, -110.345], [3.962, 271.397, -95.565], [3.962, 193.396, -80.786], [3.962, 115.394, -66.006], [3.962, 37.392, -51.226], [3.962, -40.609, -36.446], [3.962, -118.611, -21.666], [3.962, -196.613, -6.886], [3.962, -274.614, 7.894], [3.962, -352.616, 22.673], [3.962, -430.618, 37.453], [3.962, -508.619, 52.233], [3.962, -586.621, 67.013], [3.962, -664.622, 81.793], [3.962, -742.624, 96.573], [3.962, -820.626, 111.352], [3.962, -898.627, 126.132], [3.962, -976.629, 140.912], [3.962, -1054.631, 155.692], [3.962, -1132.632, 170.472], [3.962, -1210.634, 185.252], [3.962, -1288.636, 200.031]]","[[0.084, 12.429, -3.295], [0.084, 10.767, -2.981], [0.084, 9.105, -2.666], [0.084, 7.444, -2.351], [0.084, 5.782, -2.036], [0.084, 4.12, -1.721], [0.084, 2.458, -1.406], [0.084, 0.797, -1.091], [0.084, -0.865, -0.776], [0.084, -2.527, -0.462], [0.084, -4.189, -0.147], [0.084, -5.85, 0.168], [0.084, -7.512, 0.483], [0.084, -9.174, 0.798], [0.084, -10.836, 1.113], [0.084, -12.498, 1.428], [0.084, -14.159, 1.743], [0.084, -15.821, 2.057], [0.084, -17.483, 2.372], [0.084, -19.145, 2.687], [0.084, -20.806, 3.002], [0.084, -22.468, 3.317], [0.084, -24.13, 3.632], [0.084, -25.792, 3.947], [0.084, -27.454, 4.262]]"
Athena,v2,0.8,5,15,"[-308.95, -121.582, -627.004]",709.483,"[-0.485, -0.191, -0.984]",1.114,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[1.487, 402.653, -102.42], [1.487, 339.953, -90.262], [1.487, 277.252, -78.104], [1.487, 214.552, -65.946], [1.487, 151.851, -53.788], [1.487, 89.151, -41.629], [1.487, 26.45, -29.471], [1.487, -36.25, -17.313], [1.487, -98.95, -5.155], [1.487, -161.651, 7.003], [1.487, -224.351, 19.161], [1.487, -287.052, 31.32], [1.487, -349.752, 43.478], [1.487, -412.453, 55.636], [1.487, -475.153, 67.794], [1.487, -537.853, 79.952], [1.487, -600.554, 92.11], [1.487, -663.254, 104.269], [1.487, -725.955, 116.427], [1.487, -788.655, 128.585], [1.487, -851.355, 140.743], [1.487, -914.056, 152.901], [1.487, -976.756, 165.059], [1.487, -1039.457, 177.218], [1.487, -1102.157, 189.376]]","[[0.018, 4.825, -1.227], [0.018, 4.074, -1.082], [0.018, 3.323, -0.936], [0.018, 2.571, -0.79], [0.018, 1.82, -0.645], [0.018, 1.068, -0.499], [0.018, 0.317, -0.353], [0.018, -0.434, -0.207], [0.018, -1.186, -0.062], [0.018, -1.937, 0.084], [0.018, -2.689, 0.23], [0.018, -3.44, 0.375], [0.018, -4.191, 0.521], [0.018, -4.943, 0.667], [0.018, -5.694, 0.812], [0.018, -6.445, 0.958], [0.018, -7.197, 1.104], [0.018, -7.948, 1.25], [0.018, -8.7, 1.395], [0.018, -9.451, 1.541], [0.018, -10.202, 1.687], [0.018, -10.954, 1.832], [0.018, -11.705, 1.978], [0.018, -12.457, 2.124], [0.018, -13.208, 2.269]]"
Athena,v2,0.7,2,0,"[-229.38, 2.608, -179.118]",291.042,"[-0.47, 0.005, -0.367]",0.597,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.062, 118.593, 0.861], [0.062, 100.681, 0.601], [0.062, 82.769, 0.34], [0.062, 64.857, 0.079], [0.062, 46.946, -0.182], [0.062, 29.034, -0.442], [0.062, 11.122, -0.703], [0.062, -6.79, -0.964], [0.062, -24.702, -1.225], [0.062, -42.614, -1.486], [0.062, -60.526, -1.746], [0.062, -78.437, -2.007], [0.062, -96.349, -2.268], [0.062, -114.261, -2.529], [0.062, -132.173, -2.789], [0.062, -150.085, -3.05], [0.062, -167.997, -3.311], [0.062, -185.908, -3.572], [0.062, -203.82, -3.833], [0.062, -221.732, -4.093], [0.062, -239.644, -4.354], [0.062, -257.556, -4.615], [0.062, -275.468, -4.876], [0.062, -293.38, -5.136], [0.062, -311.291, -5.397]]","[[0.001, 1.856, 0.013], [0.001, 1.576, 0.009], [0.001, 1.296, 0.005], [0.001, 1.015, 0.001], [0.001, 0.735, -0.003], [0.001, 0.454, -0.007], [0.001, 0.174, -0.011], [0.001, -0.106, -0.015], [0.001, -0.387, -0.019], [0.001, -0.667, -0.023], [0.001, -0.947, -0.027], [0.001, -1.228, -0.031], [0.001, -1.508, -0.035], [0.001, -1.788, -0.04], [0.001, -2.069, -0.044], [0.001, -2.349, -0.048], [0.001, -2.63, -0.052], [0.001, -2.91, -0.056], [0.001, -3.19, -0.06], [0.001, -3.471, -0.064], [0.001, -3.751, -0.068], [0.001, -4.031, -0.072], [0.001, -4.312, -0.076], [0.001, -4.592, -0.08], [0.001, -4.872, -0.084]]"
Athena,v2,0.35,7,0,"[-57.954, 0.623, -157.233]",167.575,"[-0.475, 0.005, -1.29]",1.374,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.202, 117.038, 1.038], [0.202, 101.315, 0.976], [0.202, 85.592, 0.913], [0.202, 69.869, 0.851], [0.202, 54.145, 0.789], [0.202, 38.422, 0.726], [0.202, 22.699, 0.664], [0.202, 6.975, 0.602], [0.202, -8.748, 0.539], [0.202, -24.471, 0.477], [0.202, -40.195, 0.415], [0.202, -55.918, 0.352], [0.202, -71.641, 0.29], [0.202, -87.365, 0.228], [0.202, -103.088, 0.165], [0.202, -118.811, 0.103], [0.202, -134.534, 0.041], [0.202, -150.258, -0.022], [0.202, -165.981, -0.084], [0.202, -181.704, -0.146], [0.202, -197.428, -0.209], [0.202, -213.151, -0.271], [0.202, -228.874, -0.333], [0.202, -244.598, -0.396], [0.202, -260.321, -0.458]]","[[0.013, 7.328, 0.065], [0.013, 6.343, 0.061], [0.013, 5.359, 0.057], [0.013, 4.374, 0.053], [0.013, 3.39, 0.049], [0.013, 2.406, 0.045], [0.013, 1.421, 0.042], [0.013, 0.437, 0.038], [0.013, -0.548, 0.034], [0.013, -1.532, 0.03], [0.013, -2.517, 0.026], [0.013, -3.501, 0.022], [0.013, -4.485, 0.018], [0.013, -5.47, 0.014], [0.013, -6.454, 0.01], [0.013, -7.439, 0.006], [0.013, -8.423, 0.003], [0.013, -9.407, -0.001], [0.013, -10.392, -0.005], [0.013, -11.376, -0.009], [0.013, -12.361, -0.013], [0.013, -13.345, -0.017], [0.013, -14.33, -0.021], [0.013, -15.314, -0.025], [0.013, -16.298, -0.029]]"
Athena,v2,0.1,13,45,"[-5.223, -17.698, -15.719]",24.24,"[-0.525, -1.778, -1.579]",2.435,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.044, 14.466, -16.08], [0.044, 12.894, -14.31], [0.044, 11.322, -12.541], [0.044, 9.75, -10.771], [0.044, 8.178, -9.001], [0.044, 6.606, -7.231], [0.044, 5.034, -5.462], [0.044, 3.462, -3.692], [0.044, 1.89, -1.922], [0.044, 0.318, -0.152], [0.044, -1.253, 1.618], [0.044, -2.825, 3.387], [0.044, -4.397, 5.157], [0.044, -5.969, 6.927], [0.044, -7.541, 8.697], [0.044, -9.113, 10.467], [0.044, -10.685, 12.236], [0.044, -12.257, 14.006], [0.044, -13.829, 15.776], [0.044, -15.401, 17.546], [0.044, -16.973, 19.316], [0.044, -18.545, 21.085], [0.044, -20.117, 22.855], [0.044, -21.688, 24.625], [0.044, -23.26, 26.395]]","[[0.034, 11.095, -12.333], [0.034, 9.889, -10.975], [0.034, 8.683, -9.618], [0.034, 7.478, -8.261], [0.034, 6.272, -6.903], [0.034, 5.067, -5.546], [0.034, 3.861, -4.189], [0.034, 2.655, -2.832], [0.034, 1.45, -1.474], [0.034, 0.244, -0.117], [0.034, -0.961, 1.241], [0.034, -2.167, 2.598], [0.034, -3.372, 3.955], [0.034, -4.578, 5.313], [0.034, -5.784, 6.67], [0.034, -6.989, 8.028], [0.034, -8.195, 9.384], [0.034, -9.401, 10.742], [0.034, -10.606, 12.1], [0.034, -11.812, 13.457], [0.034, -13.018, 14.815], [0.034, -14.223, 16.171], [0.034, -15.429, 17.529], [0.034, -16.634, 18.886], [0.034, -17.839, 20.244]]"
Athena,v2,0.45,7,0,"[-95.029, 0.508, -263.874]",280.464,"[-0.471, 0.003, -1.309]",1.392,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.086, 193.644, 1.919], [0.086, 167.257, 1.868], [0.086, 140.869, 1.817], [0.086, 114.482, 1.766], [0.086, 88.095, 1.716], [0.086, 61.707, 1.665], [0.086, 35.32, 1.614], [0.086, 8.932, 1.563], [0.086, -17.455, 1.512], [0.086, -43.842, 1.462], [0.086, -70.23, 1.411], [0.086, -96.617, 1.36], [0.086, -123.005, 1.309], [0.086, -149.392, 1.258], [0.086, -175.779, 1.208], [0.086, -202.167, 1.157], [0.086, -228.554, 1.106], [0.086, -254.942, 1.055], [0.086, -281.329, 1.004], [0.086, -307.716, 0.953], [0.086, -334.104, 0.903], [0.086, -360.491, 0.852], [0.086, -386.879, 0.801], [0.086, -413.266, 0.75], [0.086, -439.654, 0.699]]","[[0.003, 7.334, 0.073], [0.003, 6.335, 0.071], [0.003, 5.335, 0.069], [0.003, 4.336, 0.067], [0.003, 3.337, 0.065], [0.003, 2.337, 0.063], [0.003, 1.338, 0.061], [0.003, 0.338, 0.059], [0.003, -0.661, 0.057], [0.003, -1.66, 0.055], [0.003, -2.66, 0.053], [0.003, -3.659, 0.052], [0.003, -4.659, 0.05], [0.003, -5.658, 0.048], [0.003, -6.658, 0.046], [0.003, -7.657, 0.044], [0.003, -8.656, 0.042], [0.003, -9.656, 0.04], [0.003, -10.655, 0.038], [0.003, -11.655, 0.036], [0.003, -12.654, 0.034], [0.003, -13.653, 0.032], [0.003, -14.653, 0.03], [0.003, -15.652, 0.028], [0.003, -16.652, 0.026]]"
Athena,v2,0.8,5,0,"[-309.976, 1.262, -650.195]",720.305,"[-0.487, 0.002, -1.021]",1.131,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.019, 417.19, 3.232], [0.019, 352.17, 3.105], [0.019, 287.151, 2.979], [0.019, 222.132, 2.853], [0.019, 157.112, 2.727], [0.019, 92.093, 2.601], [0.019, 27.073, 2.474], [0.019, -37.946, 2.348], [0.019, -102.966, 2.222], [0.019, -167.985, 2.096], [0.019, -233.005, 1.97], [0.019, -298.024, 1.843], [0.019, -363.044, 1.717], [0.019, -428.063, 1.591], [0.019, -493.082, 1.465], [0.019, -558.102, 1.339], [0.019, -623.121, 1.212], [0.019, -688.141, 1.086], [0.019, -753.16, 0.96], [0.019, -818.18, 0.834], [0.019, -883.199, 0.708], [0.019, -948.219, 0.581], [0.019, -1013.238, 0.455], [0.019, -1078.258, 0.329], [0.019, -1143.277, 0.203]]","[[0.0, 4.999, 0.039], [0.0, 4.22, 0.037], [0.0, 3.441, 0.036], [0.0, 2.662, 0.034], [0.0, 1.883, 0.033], [0.0, 1.104, 0.031], [0.0, 0.324, 0.03], [0.0, -0.455, 0.028], [0.0, -1.234, 0.027], [0.0, -2.013, 0.025], [0.0, -2.792, 0.024], [0.0, -3.571, 0.022], [0.0, -4.351, 0.021], [0.0, -5.13, 0.019], [0.0, -5.909, 0.018], [0.0, -6.688, 0.016], [0.0, -7.467, 0.015], [0.0, -8.246, 0.013], [0.0, -9.026, 0.012], [0.0, -9.805, 0.01], [0.0, -10.584, 0.008], [0.0, -11.363, 0.007], [0.0, -12.142, 0.005], [0.0, -12.922, 0.004], [0.0, -13.701, 0.002]]"
Athena,v2,0.5,13,30,"[-110.486, -273.766, -552.824]",626.713,"[-0.444, -1.1, -2.222]",2.519,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[2.928, 444.039, -250.964], [2.928, 388.756, -223.587], [2.928, 333.474, -196.211], [2.928, 278.192, -168.834], [2.928, 222.909, -141.458], [2.928, 167.627, -114.081], [2.928, 112.345, -86.704], [2.928, 57.062, -59.328], [2.928, 1.78, -31.951], [2.928, -53.503, -4.575], [2.928, -108.785, 22.802], [2.928, -164.067, 50.178], [2.928, -219.35, 77.555], [2.928, -274.632, 104.932], [2.928, -329.914, 132.308], [2.928, -385.197, 159.685], [2.928, -440.479, 187.061], [2.928, -495.762, 214.438], [2.928, -551.044, 241.814], [2.928, -606.326, 269.191], [2.928, -661.609, 296.567], [2.928, -716.891, 323.944], [2.928, -772.174, 351.321], [2.928, -827.456, 378.697], [2.928, -882.738, 406.074]]","[[0.09, 13.622, -7.699], [0.09, 11.926, -6.859], [0.09, 10.23, -6.019], [0.09, 8.534, -5.18], [0.09, 6.838, -4.34], [0.09, 5.143, -3.5], [0.09, 3.447, -2.66], [0.09, 1.751, -1.82], [0.09, 0.055, -0.98], [0.09, -1.641, -0.14], [0.09, -3.337, 0.7], [0.09, -5.033, 1.539], [0.09, -6.729, 2.379], [0.09, -8.425, 3.219], [0.09, -10.121, 4.059], [0.09, -11.817, 4.899], [0.09, -13.513, 5.739], [0.09, -15.209, 6.579], [0.09, -16.905, 7.418], [0.09, -18.601, 8.258], [0.09, -20.297, 9.098], [0.09, -21.993, 9.938], [0.09, -23.689, 10.778], [0.09, -25.385, 11.618], [0.09, -27.081, 12.458]]"
