Rocket,Launch,Mach Number,Pitch (deg),Roll (deg),drag vector (N),Total Drag (N),C_D vector,Total C_D,Moment x_locations,Moments (Nm),C_M vectors
Hyperion,v1,0.6,1,0,"[-137.663, -0.049, -56.134]",148.668,"[-0.384, -0.0, -0.157]",0.415,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.19, 51.945, -1.172], [0.19, 46.332, -1.167], [0.19, 40.718, -1.162], [0.19, 35.105, -1.157], [0.19, 29.491, -1.152], [0.19, 23.878, -1.148], [0.19, 18.265, -1.143], [0.19, 12.651, -1.138], [0.19, 7.038, -1.133], [0.19, 1.424, -1.128], [0.19, -4.189, -1.123], [0.19, -9.803, -1.118], [0.19, -15.416, -1.113], [0.19, -21.029, -1.108], [0.19, -26.643, -1.103], [0.19, -32.256, -1.098], [0.19, -37.87, -1.093], [0.19, -43.483, -1.088], [0.19, -49.096, -1.083], [0.19, -54.71, -1.078], [0.19, -60.323, -1.074], [0.19, -65.937, -1.069], [0.19, -71.55, -1.064], [0.19, -77.164, -1.059], [0.19, -82.777, -1.054], [0.19, -88.39, -1.049], [0.19, -94.004, -1.044], [0.19, -99.617, -1.039], [0.19, -105.231, -1.034], [0.19, -110.844, -1.029]]","[[0.004, 1.107, -0.025], [0.004, 0.987, -0.025], [0.004, 0.867, -0.025], [0.004, 0.748, -0.025], [0.004, 0.628, -0.025], [0.004, 0.509, -0.024], [0.004, 0.389, -0.024], [0.004, 0.27, -0.024], [0.004, 0.15, -0.024], [0.004, 0.03, -0.024], [0.004, -0.089, -0.024], [0.004, -0.209, -0.024], [0.004, -0.328, -0.024], [0.004, -0.448, -0.024], [0.004, -0.568, -0.023], [0.004, -0.687, -0.023], [0.004, -0.807, -0.023], [0.004, -0.926, -0.023], [0.004, -1.046, -0.023], [0.004, -1.166, -0.023], [0.004, -1.285, -0.023], [0.004, -1.405, -0.023], [0.004, -1.524, -0.023], [0.004, -1.644, -0.023], [0.004, -1.764, -0.022], [0.004, -1.883, -0.022], [0.004, -2.003, -0.022], [0.004, -2.122, -0.022], [0.004, -2.242, -0.022], [0.004, -2.361, -0.022]]"
Hyperion,v1,0.1,1,0,"[-4.56, -0.492, -1.587]",4.854,"[-0.458, -0.049, -0.159]",0.488,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.003, 1.455, -0.616], [0.003, 1.296, -0.566], [0.003, 1.138, -0.517], [0.003, 0.979, -0.468], [0.003, 0.82, -0.419], [0.003, 0.662, -0.37], [0.003, 0.503, -0.32], [0.003, 0.344, -0.271], [0.003, 0.186, -0.222], [0.003, 0.027, -0.173], [0.003, -0.132, -0.124], [0.003, -0.29, -0.075], [0.003, -0.449, -0.025], [0.003, -0.608, 0.024], [0.003, -0.766, 0.073], [0.003, -0.925, 0.122], [0.003, -1.084, 0.171], [0.003, -1.242, 0.221], [0.003, -1.401, 0.27], [0.003, -1.56, 0.319], [0.003, -1.718, 0.368], [0.003, -1.877, 0.417], [0.003, -2.036, 0.466], [0.003, -2.194, 0.516], [0.003, -2.353, 0.565], [0.003, -2.512, 0.614], [0.003, -2.67, 0.663], [0.003, -2.829, 0.712], [0.003, -2.988, 0.762], [0.003, -3.146, 0.811]]","[[0.002, 1.116, -0.472], [0.002, 0.994, -0.434], [0.002, 0.873, -0.397], [0.002, 0.751, -0.359], [0.002, 0.629, -0.321], [0.002, 0.508, -0.284], [0.002, 0.386, -0.245], [0.002, 0.264, -0.208], [0.002, 0.143, -0.17], [0.002, 0.021, -0.133], [0.002, -0.101, -0.095], [0.002, -0.222, -0.058], [0.002, -0.344, -0.019], [0.002, -0.466, 0.018], [0.002, -0.587, 0.056], [0.002, -0.709, 0.094], [0.002, -0.831, 0.131], [0.002, -0.953, 0.169], [0.002, -1.075, 0.207], [0.002, -1.196, 0.245], [0.002, -1.318, 0.282], [0.002, -1.44, 0.32], [0.002, -1.562, 0.357], [0.002, -1.683, 0.396], [0.002, -1.805, 0.433], [0.002, -1.927, 0.471], [0.002, -2.048, 0.508], [0.002, -2.17, 0.546], [0.002, -2.292, 0.584], [0.002, -2.413, 0.622]]"
Hyperion,v1,0.3,4,0,"[-37.301, -1.446, -61.711]",72.123,"[-0.416, -0.016, -0.689]",0.805,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.125, 55.677, -2.637], [0.125, 49.506, -2.492], [0.125, 43.335, -2.347], [0.125, 37.164, -2.203], [0.125, 30.993, -2.058], [0.125, 24.822, -1.914], [0.125, 18.65, -1.769], [0.125, 12.479, -1.624], [0.125, 6.308, -1.48], [0.125, 0.137, -1.335], [0.125, -6.034, -1.19], [0.125, -12.205, -1.046], [0.125, -18.376, -0.901], [0.125, -24.548, -0.756], [0.125, -30.719, -0.612], [0.125, -36.89, -0.467], [0.125, -43.061, -0.322], [0.125, -49.232, -0.178], [0.125, -55.403, -0.033], [0.125, -61.574, 0.111], [0.125, -67.746, 0.256], [0.125, -73.917, 0.401], [0.125, -80.088, 0.545], [0.125, -86.259, 0.69], [0.125, -92.43, 0.835], [0.125, -98.601, 0.979], [0.125, -104.773, 1.124], [0.125, -110.944, 1.269], [0.125, -117.115, 1.413], [0.125, -123.286, 1.558]]","[[0.011, 4.745, -0.225], [0.011, 4.219, -0.212], [0.011, 3.693, -0.2], [0.011, 3.167, -0.188], [0.011, 2.641, -0.175], [0.011, 2.115, -0.163], [0.011, 1.589, -0.151], [0.011, 1.063, -0.138], [0.011, 0.538, -0.126], [0.011, 0.012, -0.114], [0.011, -0.514, -0.101], [0.011, -1.04, -0.089], [0.011, -1.566, -0.077], [0.011, -2.092, -0.064], [0.011, -2.618, -0.052], [0.011, -3.144, -0.04], [0.011, -3.67, -0.027], [0.011, -4.195, -0.015], [0.011, -4.721, -0.003], [0.011, -5.247, 0.009], [0.011, -5.773, 0.022], [0.011, -6.299, 0.034], [0.011, -6.825, 0.046], [0.011, -7.351, 0.059], [0.011, -7.877, 0.071], [0.011, -8.403, 0.083], [0.011, -8.928, 0.096], [0.011, -9.454, 0.108], [0.011, -9.98, 0.12], [0.011, -10.506, 0.133]]"
Hyperion,v1,0.05,1,0,"[-1.265, -0.087, -0.363]",1.319,"[-0.508, -0.035, -0.146]",0.53,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.001, 0.406, -0.078], [0.001, 0.369, -0.069], [0.001, 0.333, -0.06], [0.001, 0.297, -0.051], [0.001, 0.26, -0.043], [0.001, 0.224, -0.034], [0.001, 0.188, -0.025], [0.001, 0.152, -0.017], [0.001, 0.115, -0.008], [0.001, 0.079, 0.001], [0.001, 0.043, 0.009], [0.001, 0.006, 0.018], [0.001, -0.03, 0.027], [0.001, -0.066, 0.036], [0.001, -0.102, 0.044], [0.001, -0.139, 0.053], [0.001, -0.175, 0.062], [0.001, -0.211, 0.07], [0.001, -0.248, 0.079], [0.001, -0.284, 0.088], [0.001, -0.32, 0.096], [0.001, -0.356, 0.105], [0.001, -0.393, 0.114], [0.001, -0.429, 0.123], [0.001, -0.465, 0.131], [0.001, -0.502, 0.14], [0.001, -0.538, 0.149], [0.001, -0.574, 0.157], [0.001, -0.61, 0.166], [0.001, -0.647, 0.175]]","[[0.003, 1.246, -0.239], [0.003, 1.132, -0.212], [0.003, 1.022, -0.184], [0.003, 0.911, -0.156], [0.003, 0.798, -0.132], [0.003, 0.687, -0.104], [0.003, 0.577, -0.077], [0.003, 0.466, -0.052], [0.003, 0.353, -0.025], [0.003, 0.242, 0.003], [0.003, 0.132, 0.028], [0.003, 0.018, 0.055], [0.003, -0.092, 0.083], [0.003, -0.202, 0.11], [0.003, -0.313, 0.135], [0.003, -0.426, 0.163], [0.003, -0.537, 0.19], [0.003, -0.647, 0.215], [0.003, -0.761, 0.242], [0.003, -0.871, 0.27], [0.003, -0.982, 0.295], [0.003, -1.092, 0.322], [0.003, -1.206, 0.35], [0.003, -1.316, 0.377], [0.003, -1.427, 0.402], [0.003, -1.54, 0.429], [0.003, -1.65, 0.457], [0.003, -1.761, 0.482], [0.003, -1.871, 0.509], [0.003, -1.985, 0.537]]"
Hyperion,v1,0.4,4,0,"[-63.225, -2.413, -111.115]",127.866,"[-0.397, -0.015, -0.698]",0.803,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.226, 98.399, -4.569], [0.226, 87.287, -4.328], [0.226, 76.176, -4.087], [0.226, 65.064, -3.845], [0.226, 53.953, -3.604], [0.226, 42.841, -3.363], [0.226, 31.729, -3.121], [0.226, 20.618, -2.88], [0.226, 9.506, -2.639], [0.226, -1.605, -2.398], [0.226, -12.717, -2.156], [0.226, -23.828, -1.915], [0.226, -34.94, -1.674], [0.226, -46.051, -1.432], [0.226, -57.163, -1.191], [0.226, -68.274, -0.95], [0.226, -79.386, -0.708], [0.226, -90.497, -0.467], [0.226, -101.609, -0.226], [0.226, -112.72, 0.015], [0.226, -123.832, 0.257], [0.226, -134.943, 0.498], [0.226, -146.055, 0.739], [0.226, -157.166, 0.981], [0.226, -168.278, 1.222], [0.226, -179.389, 1.463], [0.226, -190.501, 1.704], [0.226, -201.612, 1.946], [0.226, -212.724, 2.187], [0.226, -223.835, 2.428]]","[[0.011, 4.717, -0.219], [0.011, 4.184, -0.207], [0.011, 3.651, -0.196], [0.011, 3.119, -0.184], [0.011, 2.586, -0.173], [0.011, 2.054, -0.161], [0.011, 1.521, -0.15], [0.011, 0.988, -0.138], [0.011, 0.456, -0.127], [0.011, -0.077, -0.115], [0.011, -0.61, -0.103], [0.011, -1.142, -0.092], [0.011, -1.675, -0.08], [0.011, -2.207, -0.069], [0.011, -2.74, -0.057], [0.011, -3.273, -0.046], [0.011, -3.805, -0.034], [0.011, -4.338, -0.022], [0.011, -4.871, -0.011], [0.011, -5.403, 0.001], [0.011, -5.936, 0.012], [0.011, -6.468, 0.024], [0.011, -7.001, 0.035], [0.011, -7.534, 0.047], [0.011, -8.066, 0.059], [0.011, -8.599, 0.07], [0.011, -9.132, 0.082], [0.011, -9.664, 0.093], [0.011, -10.197, 0.105], [0.011, -10.729, 0.116]]"
Hyperion,v1,0.7,0,0,"[-185.352, 0.395, 3.244]",185.38,"[-0.38, 0.001, 0.007]",0.38,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.176, -1.067, 0.383], [0.176, -0.742, 0.344], [0.176, -0.418, 0.304], [0.176, -0.093, 0.264], [0.176, 0.231, 0.225], [0.176, 0.555, 0.185], [0.176, 0.88, 0.146], [0.176, 1.204, 0.106], [0.176, 1.529, 0.067], [0.176, 1.853, 0.027], [0.176, 2.177, -0.012], [0.176, 2.502, -0.052], [0.176, 2.826, -0.091], [0.176, 3.151, -0.131], [0.176, 3.475, -0.17], [0.176, 3.799, -0.21], [0.176, 4.124, -0.249], [0.176, 4.448, -0.289], [0.176, 4.773, -0.328], [0.176, 5.097, -0.368], [0.176, 5.421, -0.407], [0.176, 5.746, -0.447], [0.176, 6.07, -0.486], [0.176, 6.395, -0.526], [0.176, 6.719, -0.566], [0.176, 7.043, -0.605], [0.176, 7.368, -0.645], [0.176, 7.692, -0.684], [0.176, 8.017, -0.724], [0.176, 8.341, -0.763]]","[[0.003, -0.017, 0.006], [0.003, -0.012, 0.005], [0.003, -0.007, 0.005], [0.003, -0.001, 0.004], [0.003, 0.004, 0.004], [0.003, 0.009, 0.003], [0.003, 0.014, 0.002], [0.003, 0.019, 0.002], [0.003, 0.024, 0.001], [0.003, 0.029, 0.0], [0.003, 0.034, -0.0], [0.003, 0.039, -0.001], [0.003, 0.044, -0.001], [0.003, 0.049, -0.002], [0.003, 0.054, -0.003], [0.003, 0.059, -0.003], [0.003, 0.065, -0.004], [0.003, 0.07, -0.005], [0.003, 0.075, -0.005], [0.003, 0.08, -0.006], [0.003, 0.085, -0.006], [0.003, 0.09, -0.007], [0.003, 0.095, -0.008], [0.003, 0.1, -0.008], [0.003, 0.105, -0.009], [0.003, 0.11, -0.009], [0.003, 0.115, -0.01], [0.003, 0.12, -0.011], [0.003, 0.125, -0.011], [0.003, 0.131, -0.012]]"
Hyperion,v1,1.7,1,0,"[-1393.63, -0.936, -510.928]",1484.336,"[-0.484, -0.0, -0.178]",0.516,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.178, 429.79, -2.939], [0.178, 378.697, -2.846], [0.178, 327.604, -2.752], [0.178, 276.511, -2.658], [0.178, 225.418, -2.565], [0.178, 174.326, -2.471], [0.178, 123.233, -2.378], [0.178, 72.14, -2.284], [0.178, 21.047, -2.19], [0.178, -30.046, -2.097], [0.178, -81.139, -2.003], [0.178, -132.231, -1.91], [0.178, -183.324, -1.816], [0.178, -234.417, -1.722], [0.178, -285.51, -1.629], [0.178, -336.603, -1.535], [0.178, -387.695, -1.442], [0.178, -438.788, -1.348], [0.178, -489.881, -1.254], [0.178, -540.974, -1.161], [0.178, -592.067, -1.067], [0.178, -643.16, -0.974], [0.178, -694.252, -0.88], [0.178, -745.345, -0.786], [0.178, -796.438, -0.693], [0.178, -847.531, -0.599], [0.178, -898.624, -0.506], [0.178, -949.716, -0.412], [0.178, -1000.809, -0.318], [0.178, -1051.902, -0.225]]","[[0.0, 1.141, -0.008], [0.0, 1.005, -0.008], [0.0, 0.869, -0.007], [0.0, 0.734, -0.007], [0.0, 0.598, -0.007], [0.0, 0.463, -0.007], [0.0, 0.327, -0.006], [0.0, 0.191, -0.006], [0.0, 0.056, -0.006], [0.0, -0.08, -0.006], [0.0, -0.215, -0.005], [0.0, -0.351, -0.005], [0.0, -0.487, -0.005], [0.0, -0.622, -0.005], [0.0, -0.758, -0.004], [0.0, -0.893, -0.004], [0.0, -1.029, -0.004], [0.0, -1.164, -0.004], [0.0, -1.3, -0.003], [0.0, -1.436, -0.003], [0.0, -1.571, -0.003], [0.0, -1.707, -0.003], [0.0, -1.842, -0.002], [0.0, -1.978, -0.002], [0.0, -2.114, -0.002], [0.0, -2.249, -0.002], [0.0, -2.385, -0.001], [0.0, -2.52, -0.001], [0.0, -2.656, -0.001], [0.0, -2.792, -0.001]]"
Hyperion,v1,1.0,1,0,"[-618.323, 0.782, -237.308]",662.299,"[-0.621, 0.001, -0.238]",0.665,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[-0.195, 149.185, -3.156], [-0.195, 125.454, -3.234], [-0.195, 101.723, -3.312], [-0.195, 77.992, -3.39], [-0.195, 54.262, -3.469], [-0.195, 30.531, -3.547], [-0.195, 6.8, -3.625], [-0.195, -16.931, -3.703], [-0.195, -40.662, -3.781], [-0.195, -64.393, -3.86], [-0.195, -88.123, -3.938], [-0.195, -111.854, -4.016], [-0.195, -135.585, -4.094], [-0.195, -159.316, -4.172], [-0.195, -183.047, -4.251], [-0.195, -206.778, -4.329], [-0.195, -230.508, -4.407], [-0.195, -254.239, -4.485], [-0.195, -277.97, -4.564], [-0.195, -301.701, -4.642], [-0.195, -325.432, -4.72], [-0.195, -349.163, -4.798], [-0.195, -372.893, -4.876], [-0.195, -396.624, -4.955], [-0.195, -420.355, -5.033], [-0.195, -444.086, -5.111], [-0.195, -467.817, -5.189], [-0.195, -491.547, -5.268], [-0.195, -515.278, -5.346], [-0.195, -539.009, -5.424]]","[[-0.001, 1.144, -0.024], [-0.001, 0.962, -0.025], [-0.001, 0.78, -0.025], [-0.001, 0.598, -0.026], [-0.001, 0.416, -0.027], [-0.001, 0.234, -0.027], [-0.001, 0.052, -0.028], [-0.001, -0.13, -0.028], [-0.001, -0.312, -0.029], [-0.001, -0.494, -0.03], [-0.001, -0.676, -0.03], [-0.001, -0.858, -0.031], [-0.001, -1.04, -0.031], [-0.001, -1.222, -0.032], [-0.001, -1.404, -0.033], [-0.001, -1.586, -0.033], [-0.001, -1.768, -0.034], [-0.001, -1.95, -0.034], [-0.001, -2.132, -0.035], [-0.001, -2.314, -0.036], [-0.001, -2.496, -0.036], [-0.001, -2.678, -0.037], [-0.001, -2.86, -0.037], [-0.001, -3.042, -0.038], [-0.001, -3.224, -0.039], [-0.001, -3.406, -0.039], [-0.001, -3.588, -0.04], [-0.001, -3.77, -0.04], [-0.001, -3.952, -0.041], [-0.001, -4.134, -0.042]]"
Hyperion,v1,0.4,5,0,"[-62.023, -4.85, -145.218]",157.983,"[-0.389, -0.03, -0.912]",0.992,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.224, 125.563, -7.552], [0.224, 111.042, -7.067], [0.224, 96.52, -6.582], [0.224, 81.998, -6.097], [0.224, 67.476, -5.612], [0.224, 52.954, -5.127], [0.224, 38.433, -4.642], [0.224, 23.911, -4.157], [0.224, 9.389, -3.672], [0.224, -5.133, -3.187], [0.224, -19.654, -2.702], [0.224, -34.176, -2.217], [0.224, -48.698, -1.732], [0.224, -63.22, -1.247], [0.224, -77.742, -0.762], [0.224, -92.263, -0.277], [0.224, -106.785, 0.208], [0.224, -121.307, 0.693], [0.224, -135.829, 1.178], [0.224, -150.351, 1.663], [0.224, -164.872, 2.148], [0.224, -179.394, 2.634], [0.224, -193.916, 3.119], [0.224, -208.438, 3.604], [0.224, -222.96, 4.089], [0.224, -237.481, 4.574], [0.224, -252.003, 5.059], [0.224, -266.525, 5.544], [0.224, -281.047, 6.029], [0.224, -295.569, 6.514]]","[[0.011, 6.019, -0.362], [0.011, 5.323, -0.339], [0.011, 4.627, -0.316], [0.011, 3.931, -0.292], [0.011, 3.234, -0.269], [0.011, 2.538, -0.246], [0.011, 1.842, -0.223], [0.011, 1.146, -0.199], [0.011, 0.45, -0.176], [0.011, -0.246, -0.153], [0.011, -0.942, -0.13], [0.011, -1.638, -0.106], [0.011, -2.334, -0.083], [0.011, -3.03, -0.06], [0.011, -3.727, -0.037], [0.011, -4.423, -0.013], [0.011, -5.119, 0.01], [0.011, -5.815, 0.033], [0.011, -6.511, 0.056], [0.011, -7.207, 0.08], [0.011, -7.903, 0.103], [0.011, -8.599, 0.126], [0.011, -9.295, 0.15], [0.011, -9.991, 0.173], [0.011, -10.688, 0.196], [0.011, -11.384, 0.219], [0.011, -12.08, 0.243], [0.011, -12.776, 0.266], [0.011, -13.472, 0.289], [0.011, -14.168, 0.312]]"
Hyperion,v1,0.3,5,0,"[-36.676, -2.692, -80.554]",88.551,"[-0.409, -0.03, -0.899]",0.989,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.124, 71.021, -4.129], [0.124, 62.965, -3.86], [0.124, 54.91, -3.591], [0.124, 46.854, -3.322], [0.124, 38.799, -3.052], [0.124, 30.744, -2.783], [0.124, 22.688, -2.514], [0.124, 14.633, -2.245], [0.124, 6.577, -1.976], [0.124, -1.478, -1.706], [0.124, -9.533, -1.437], [0.124, -17.589, -1.168], [0.124, -25.644, -0.899], [0.124, -33.699, -0.63], [0.124, -41.755, -0.36], [0.124, -49.81, -0.091], [0.124, -57.866, 0.178], [0.124, -65.921, 0.447], [0.124, -73.976, 0.716], [0.124, -82.032, 0.986], [0.124, -90.087, 1.255], [0.124, -98.143, 1.524], [0.124, -106.198, 1.793], [0.124, -114.253, 2.062], [0.124, -122.309, 2.332], [0.124, -130.364, 2.601], [0.124, -138.42, 2.87], [0.124, -146.475, 3.139], [0.124, -154.53, 3.408], [0.124, -162.586, 3.678]]","[[0.011, 6.052, -0.352], [0.011, 5.366, -0.329], [0.011, 4.679, -0.306], [0.011, 3.993, -0.283], [0.011, 3.306, -0.26], [0.011, 2.62, -0.237], [0.011, 1.933, -0.214], [0.011, 1.247, -0.191], [0.011, 0.56, -0.168], [0.011, -0.126, -0.145], [0.011, -0.812, -0.122], [0.011, -1.499, -0.1], [0.011, -2.185, -0.077], [0.011, -2.872, -0.054], [0.011, -3.558, -0.031], [0.011, -4.245, -0.008], [0.011, -4.931, 0.015], [0.011, -5.618, 0.038], [0.011, -6.304, 0.061], [0.011, -6.991, 0.084], [0.011, -7.677, 0.107], [0.011, -8.363, 0.13], [0.011, -9.05, 0.153], [0.011, -9.736, 0.176], [0.011, -10.423, 0.199], [0.011, -11.109, 0.222], [0.011, -11.796, 0.245], [0.011, -12.482, 0.267], [0.011, -13.169, 0.29], [0.011, -13.855, 0.313]]"
Hyperion,v1,0.7,1,0,"[-185.254, -0.011, -78.144]",201.061,"[-0.38, -0.0, -0.16]",0.412,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.252, 70.718, -1.736], [0.252, 62.904, -1.735], [0.252, 55.089, -1.733], [0.252, 47.275, -1.732], [0.252, 39.461, -1.731], [0.252, 31.646, -1.73], [0.252, 23.832, -1.729], [0.252, 16.017, -1.728], [0.252, 8.203, -1.727], [0.252, 0.388, -1.725], [0.252, -7.426, -1.724], [0.252, -15.24, -1.723], [0.252, -23.055, -1.722], [0.252, -30.869, -1.721], [0.252, -38.684, -1.72], [0.252, -46.498, -1.719], [0.252, -54.313, -1.718], [0.252, -62.127, -1.716], [0.252, -69.942, -1.715], [0.252, -77.756, -1.714], [0.252, -85.57, -1.713], [0.252, -93.385, -1.712], [0.252, -101.199, -1.711], [0.252, -109.014, -1.71], [0.252, -116.828, -1.708], [0.252, -124.643, -1.707], [0.252, -132.457, -1.706], [0.252, -140.271, -1.705], [0.252, -148.086, -1.704], [0.252, -155.9, -1.703]]","[[0.004, 1.107, -0.027], [0.004, 0.985, -0.027], [0.004, 0.862, -0.027], [0.004, 0.74, -0.027], [0.004, 0.618, -0.027], [0.004, 0.495, -0.027], [0.004, 0.373, -0.027], [0.004, 0.251, -0.027], [0.004, 0.128, -0.027], [0.004, 0.006, -0.027], [0.004, -0.116, -0.027], [0.004, -0.239, -0.027], [0.004, -0.361, -0.027], [0.004, -0.483, -0.027], [0.004, -0.605, -0.027], [0.004, -0.728, -0.027], [0.004, -0.85, -0.027], [0.004, -0.972, -0.027], [0.004, -1.095, -0.027], [0.004, -1.217, -0.027], [0.004, -1.339, -0.027], [0.004, -1.462, -0.027], [0.004, -1.584, -0.027], [0.004, -1.706, -0.027], [0.004, -1.829, -0.027], [0.004, -1.951, -0.027], [0.004, -2.073, -0.027], [0.004, -2.196, -0.027], [0.004, -2.318, -0.027], [0.004, -2.44, -0.027]]"
Hyperion,v1,1.4,4,0,"[-1062.42, -22.993, -1620.994]",1938.269,"[-0.545, -0.012, -0.831]",0.994,"[-3.5, -3.4, -3.3, -3.2, -3.1, -3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[1.011, 1229.612, -33.212], [1.011, 1067.513, -30.913], [1.011, 905.414, -28.613], [1.011, 743.314, -26.314], [1.011, 581.215, -24.015], [1.011, 419.115, -21.715], [1.011, 257.016, -19.416], [1.011, 94.917, -17.117], [1.011, -67.183, -14.817], [1.011, -229.282, -12.518], [1.011, -391.382, -10.219], [1.011, -553.481, -7.919], [1.011, -715.581, -5.62], [1.011, -877.68, -3.321], [1.011, -1039.779, -1.021], [1.011, -1201.879, 1.278], [1.011, -1363.978, 3.577], [1.011, -1526.078, 5.877], [1.011, -1688.177, 8.176], [1.011, -1850.276, 10.475], [1.011, -2012.376, 12.775], [1.011, -2174.475, 15.074], [1.011, -2336.575, 17.373], [1.011, -2498.674, 19.673], [1.011, -2660.774, 21.972], [1.011, -2822.873, 24.271], [1.011, -2984.972, 26.571], [1.011, -3147.072, 28.87], [1.011, -3309.171, 31.169], [1.011, -3471.271, 33.469]]","[[0.004, 4.812, -0.13], [0.004, 4.177, -0.121], [0.004, 3.543, -0.112], [0.004, 2.909, -0.103], [0.004, 2.274, -0.094], [0.004, 1.64, -0.085], [0.004, 1.006, -0.076], [0.004, 0.371, -0.067], [0.004, -0.263, -0.058], [0.004, -0.897, -0.049], [0.004, -1.531, -0.04], [0.004, -2.166, -0.031], [0.004, -2.8, -0.022], [0.004, -3.434, -0.013], [0.004, -4.069, -0.004], [0.004, -4.703, 0.005], [0.004, -5.337, 0.014], [0.004, -5.972, 0.023], [0.004, -6.606, 0.032], [0.004, -7.24, 0.041], [0.004, -7.875, 0.05], [0.004, -8.509, 0.059], [0.004, -9.143, 0.068], [0.004, -9.777, 0.077], [0.004, -10.412, 0.086], [0.004, -11.046, 0.095], [0.004, -11.68, 0.104], [0.004, -12.315, 0.113], [0.004, -12.949, 0.122], [0.004, -13.583, 0.131]]"
